page,item_name,score,review
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo Yoga 900S Review,4.0,"The Lenovo Yoga 900S is one of the thinnest and longest-lasting convertible-hybrid Windows laptops you can get. It's highly portable and has a full-size keyboard, but you will pay for these conveniences."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,"Lenovo ThinkPad X1 Carbon (4th Gen, 2016) Review",4.0,"Durable and long-lasting, but slick and thin, the Lenovo ThinkPad X1 Carbon is the business laptop to beat."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo ThinkPad Yoga 260 Review,4.0,"The Lenovo ThinkPad Yoga 260 is an excellent business-oriented convertible-hybrid laptop with best-in-class performance in a lightweight, but sturdy, body."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo Yoga 700-14ISK (80QD004QUS) Review,3.5,The Lenovo Yoga 700-14ISK is a competent and good-looking convertible-hybrid laptop offering solid performance at a reasonable price.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo IdeaPad Y700-17 (80Q0001NUS) Review,4.0,"The Lenovo IdeaPad Y700-17 is an excellent entry-level gaming laptop with a big screen and fast hardware. It can play demanding games smoothly at moderate to high settings, and you get plenty of storage, good port options, and a killer sound system in the bargain."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo IdeaPad 100S-11 (80R2003XUS) Review,4.0,"The Lenovo IdeaPad 100S-11 is a well-built ultraportable laptop that features a lightweight design, competent performance, and more than 11 hours of battery life, at a very low price."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo 100S Chromebook Review,3.5,"The Lenovo 100S Chromebook offers a sleek design along with solid performance and battery life in our tests at a price that's low, even for a Chrome-OS-based laptop."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo Yoga 900 Review,4.0,"The Lenovo Yoga 900 premium convertible-hybrid laptop is a wonder of engineering, with a complex multimode hinge that lets you use it in a wide variety of positions. Yet it measures just a half-inch thick."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo IdeaPad 100-14IBY Review,3.0,"The Lenovo IdeaPad 100-14IBY is a solid desktop-replacement laptop with good battery life for a reasonable under-$500 price, but it doesn't shine otherwise. Better budget options are available."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo S21e-20 Review,3.0,"The Lenovo 21e-20 is a solid budget ultraportable laptop, but its middling performance and battery life in our tests mean that it's best suited to those with very modest computing needs."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo Miix 2 (10-Inch) Review,3.0,"The Lenovo Miix 2 (10-inch) is an entry-level, detachable-hybrid Windows tablet that features a high-definition, In-Plane Switching (IPS) screen, a magnetic keyboard dock, and robust audio."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=6,Lenovo ThinkPad Yoga 11e Review,3.5,The Lenovo ThinkPad Yoga 11e is a tough midrange convertible-hybrid laptop built to withstand the rigors of the school day.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo ThinkPad Yoga 11e Chromebook Review,4.0,"The education-oriented ThinkPad Yoga 11e blends the typical Chromebook with Lenovo's best design, and beefs it up to survive the trials of school life. It's one of the best models we've seen, but it's also one of the most expensive."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo N20p Chromebook Review,3.5,"With a touch screen and 300-degree hinge, the Lenovo N20p Chromebook lets you tap and flip, but its higher price and performance that's the same as the competition means it's sort of a one-trick pony."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo Z40 Review,3.0,"The Lenovo Z40 is a decent laptop for a nice price, but a short battery life and copious minor drawbacks keep it from pulling out from the middle of the pack."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo Y50 Touch Review,4.0,The Lenovo Y50 Touch is a solid gaming laptop for the novice gamer who feels intimidated by all the customization offered by boutique PC manufacturers.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo Flex 2 (15-Inch) Review,4.0,"Lenovo's Flex 2 is a reasonably priced, capable 15-inch desktop-replacement laptop with a unique 300-degree folding display."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Acer Aspire V7-482PG-6629 Review,4.0,"With discrete graphics, diverse port selection, excellent performance, and a reasonable price, the Acer V7-482PG-6629 is a top pick for midrange ultrabooks."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo Yoga 2 13 Review,3.5,"The Lenovo Yoga 2 13 is a well-designed convertible hybrid laptop, but the construction feels flimsier than that of previous iterations, and good-but-not-stellar performance doesn't help it stand out from the crowd."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo Yoga 2 11 Review,3.0,"The Lenovo Yoga 2 11 is an inexpensive evolution of the convertible hybrid laptop. Its $500 purchase price is a sweet spot for consumers, but there are even less expensive choices from other PC makers."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,HP Pavilion 11t-n000 x360 Review,3.5,"The HP Pavilion x360 is a convertible hybrid laptop that flips its touch screen around to act like a slate tablet. It has an entry-level price, making it a good system for the Windows 8 novice."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Toshiba Portege R30-A1302 Review,3.5,"The Toshiba Portege R30-A1302 ultraportable has a high-powered processor and speedy solid-state drive (SSD). It's not the most forward-looking system in the world, but its throwback features, such as a DVD drive and ExpressCard port, will keep veteran users happy."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Toshiba Tecra Z50-A1503 Review,3.5,The Toshiba Tecra Z50-A1503 has design flair with a slim chassis and an attractive metal exterior. It's a powerful business laptop at a premium price.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Sony VAIO Flip 11 Review,3.5,The Sony VAIO Flip 11 is a decent way to get an attractive convertible tablet with a brilliant screen for a nice price.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo ThinkPad 8 Review,4.0,"The Lenovo ThinkPad 8 is an 8-inch Windows tablet that puts your work into a handheld PC you can slip into a coat pocket. It's not a replacement for your work system, but it's an excellent companion to it."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo X1 Carbon Touch (2014) Review,3.5,"The Lenovo ThinkPad Carbon Touch (2014) makes some bold changes to one of our favorite business ultrabooks, but while it's still a good laptop, not every change is for the better."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Dell Latitude E7440 Touch Review,4.0,"The rugged Dell Latitude E7440 Touch business ultrabook offers a nice mix of premium features, good performance, excellent battery life, and compatibility with other E-series Latitude laptops in Dell's stable."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Acer Aspire E1-572-6870  Review,3.5,The Acer Aspire E1-572-6870 is a high-performing budget laptop that outlasts and outperforms rivals. It's a great choice for those value-minded users who don't mind paying a little bit more to get a little more performance.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Dell XPS 11 Review,3.0,"The Dell XPS 11 convertible ultrabook/tablet comes with an incredibly high-resolution screen and a lovely carbon fiber chassis, but a couple of large flaws keep it from outrunning the pack."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo ThinkPad Yoga Review,3.5,"The Lenovo ThinkPad Yoga hybrid ultrabook brings the Yoga multimode design to the business-focused ThinkPad lineup. Tablet fans will love it, but the performance isn't quite as good as other ThinkPad models."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=8,Lenovo ThinkPad X240 Review,4.0,"The Lenovo ThinkPad X240 is a powerful business laptop sporting a Core i5 Haswell CPU, a speedy solid-state drive, and a 12.5-inch IPS touch-screen display. You'll pay top dollar for this well-built ultrabook, but it'll give you over 15 hours of battery life in return."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad 25 Anniversary Edition Review,4.0,Lenovo's ThinkPad 25 Anniversary Edition laptop is a collector's item that whimsically combines the past and the present with a retro design and modern hardware.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad T490 Review,4.0,"The ThinkPad T490 is a top-shelf business laptop with impressive quality and security, although its battery life doesn't excel by today's standards."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad L580 Review,4.0,"The 15.6-inch Lenovo ThinkPad L580 is one of the most appealing office desktop-replacement laptops you can find for less than $1,000."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad C13 Yoga Chromebook Review,4.0,"It's priced above consumer Chromebooks, but the Lenovo C13 Yoga is every inch a ThinkPad and a terrific 2-in-1 for businesses choosing Google Workspace."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Yoga C640 Review,4.0,"The Lenovo Yoga C640 is a 2-in-1 convertible laptop with tepid performance, but also a reasonable price, above-average build quality, and an exceptionally long-lasting battery."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo IdeaPad Z400 Touch Review,4.0,The Lenovo IdeaPad Z400 Touch is a desktop replacement laptop with plenty of great features that make it stand out from the crowd: namely performance and features that help ease the replacement of an older laptop.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,"Lenovo ThinkPad X1 Yoga (2nd Gen, OLED) Review",4.0,The addition of a higher-resolution OLED display makes the business-minded convertible-hybrid Lenovo ThinkPad X1 Yoga attractive to creatives.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad X1 Yoga (2nd Gen) Review,3.5,"The Lenovo ThinkPad X1 Yoga is a convertible-hybrid laptop with a sturdy chassis, plenty of ports, and a handy stylus. It's a solid choice for its slightly larger than average screen, but the competition in this realm is fierce. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad T470 Review,4.5,"The Lenovo ThinkPad T470 exemplifies the mainstream business laptop, with a no-nonsense body, manageable weight, excellent keyboard, dual pointing devices, and long battery life."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo IdeaPad Miix 320 Review,4.0,"With a low price and long battery life, the Lenovo IdeaPad Miix 320 is a very well-integrated detachable hybrid that serves equally well as a laptop and a tablet."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo Z50-75 Signature Edition Review,2.5,"At less than $400, you may be tempted by the Lenovo Z50-75 Signature Edition's low price. But there are more capable (and more portable) desktop-replacement laptops for not much more money."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo Flex 11 Chromebook Review,4.0,The Lenovo Flex 11 Chromebook is a well-equipped and semi-rugged convertible-hybrid laptop that offers just enough features to make it a strong bargain over other budget laptops.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad X270 Review,4.0,"The X270 is a compact, though chunky, take on the ThinkPad with a deceptive amount of power. Add to that a full port loadout and a swappable battery, and this Lenovo laptop will work through the day and into the night."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad T470s Review,3.5,"The Lenovo ThinkPad T470s isn't revolutionary, but is a reliable and travel-friendly business laptop loaded with modern features and ports, making it a worthy upgrade to its predecessor."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad 13 (2017) Review,4.0,"The second generation of the Lenovo ThinkPad 13 is stylish, durable, and lasts more than 12 hours on a full charge. It's the laptop to get for your small business or home office. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad X1 Carbon (2017) Review,4.0,"The latest Lenovo ThinkPad X1 Carbon is a very thin, light, and powerful laptop that lasts nearly 16 hours on battery power."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo Ideapad 110S Review,3.0,"The Lenovo Ideapad 110S is a frill-free $200 laptop that's good enough for basic use, but not much more. If you're on a shoestring budget, but need Windows, it's worth a look."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo Legion Y520 Review,4.0,The Lenovo Legion Y520 is a budget gaming laptop that requires you to make no compromises in build quality or performance. It delivers smooth 1080p gaming at high settings alongside a full feature set.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,"Lenovo Yoga 710 (15"") Review",4.0,The Lenovo Yoga 710 is a large-screen convertible-hybrid laptop that's optimal for enjoying video and other multimedia.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo Miix 510 Review,4.0,Lenovo's Miix 510 is an attractive Windows tablet/keyboard combo with top-notch performance and enough future-proofing that it can replace your current laptop.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo N22-20 Touch Chromebook Review,3.5,"It's not the prettiest or the most powerful chromebook, but the Lenovo N22-20 Touch gives you a little extra durability and a touch screen for a decent price."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo Yoga 910 Review,4.5,"With power, style, a comfortable keyboard and phenomenal battery life, the Yoga 910 cements Lenovo's position as class leader of the growing 2-in-1 laptop field."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,"Lenovo Yoga 710 (11"") Review",4.0,"Packing impressive features and long battery life, the Lenovo Yoga 710 (11"") is a convertible 2-in-1 that offers more than its modest price tag might suggest."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad P40 Yoga Review,3.5,"The Lenovo ThinkPad P40 Yoga is a well-made 2-in-1 mobile workstation, with a nice display, good performance, and useful extras. The convertible design isn't a huge selling point for this category, but its portability and touch screen may prove useful if you need to do some serious work on the go."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=5,Lenovo ThinkPad X260 Review,4.0,"A dual-battery design for record-breaking battery life, a comfortable keyboard, and a good price combine to make the Lenovo ThinkPad X260 one of the most compelling business ultraportables you can buy."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Yoga Chromebook C630 Review,3.5,"In the Yoga Chromebook C630, Lenovo adds a plus-size convertible with the unusual option for a 4K display to its Chrome OS laptop line. It's speedy and packs a long-lasting battery, but it could be lighter and a bit cheaper."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Legion Y740 (15-Inch) Review,4.0,"With short battery life as the only real shortcoming, the 15-inch Lenovo Legion Y740 is a potent gaming laptop that, while not inexpensive, matches the performance and features of pricier machines."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad L390 Yoga Review,4.0,"The ThinkPad L390 Yoga delivers business features, the usual great Lenovo keyboard, and an active pen at a reasonable-value price, but this 2-in-1 could stand to slim down."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad P72 Review,4.0,"With six-core Xeon power and Nvidia's top mobile Quadro GPU, the 17.3-inch Lenovo ThinkPad P72 is a serious alternative to a desktop workstation."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad P52 Review,4.0,"Thumping its peers in our testing, Lenovo's Quadro-based ThinkPad P52 raises the bar for beefy 15.6-inch mobile workstations in almost every regard."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Legion Y740 (17-Inch) Review,4.0,"The battery life is brief and the body is hefty, but Lenovo's Legion Y740 delivers fine value among big, high-powered gaming laptops, with speed and features that rival more expensive machines."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Yoga C630 Review,3.5,"A thin-and-light 2-in-1 with a brilliant screen, Lenovo's Yoga C630 will please frequent travelers with its power-sipping Snapdragon 850 CPU and built-in LTE, but don't expect it to replace your main PC."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Chromebook C330 Review,3.0,"Don't look for high resolution or aluminum construction, but expect solid value from the Lenovo Chromebook C330, an 11.6-inch convertible priced comfortably under $300."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad P1 Review,4.0,"Lenovo blows away its other thin-and-light workstation, the ThinkPad P52s, with the ThinkPad P1—a fast, fully loaded sibling of the X1 Extreme that delivers serious power for ISV apps in a chassis pared down to 4.06 pounds."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo V330 Review,2.5,"Lenovo's V330 value laptop has minor appeal for office and SOHO users thanks to a comfy keyboard and deep connectivity, but its poky feel and mediocre screen dampen the deal."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad X1 Extreme Review,4.0,"Torn between the Dell XPS 15 and Apple MacBook Pro? Your decision gets more complicated with the arrival of Lenovo's ThinkPad X1 Extreme, a deluxe desktop replacement with a sensational Dolby Vision HDR screen."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Yoga Book C930 Review,3.5,"The Lenovo Yoga Book C930's unique E Ink display lets you type, jot notes, and make sketches, but this and other futuristic features of this 2-in-1 convertible don't quite justify its price."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Yoga C930 Review,4.5,"With a revamped hinge, an integrated stylus, and a sleek design, Lenovo's Yoga C930 2-in-1 convertible laptop is even better than its winning predecessor. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo IdeaPad 530S Review,3.5,"Lenovo's IdeaPad 530S is a meat-and-potatoes, middle-of-the-road laptop that's elevated by a slim chassis and long battery life."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo Legion Y730 Review,3.5,"The Lenovo Legion Y730 is a well-built gaming laptop with reasonable performance, but its graphics capability leaves a bit to be desired considering the price."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad L380 Yoga Review,3.5,"Lenovo's ThinkPad L380 Yoga is an affordable alternative to the fancier ThinkPad X380 Yoga, but there are even more budget-friendly 2-in-1 convertibles to be had."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Dell Latitude 5491 Review,3.5,"A six-core ""Coffee Lake"" processor gives the Dell Latitude 5491 preternatural power for a business laptop, but it's a bit too muscular for everyday users and applications (let alone budgets)."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad P52s Review,3.0,"A rare workstation-grade ultrabook, Lenovo's ThinkPad P52s offers decent CPU pep, plus Nvidia Quadro graphics for buyers seeking ISV certifications. But factor in a battery upgrade: The basic power pack falls short of the mark."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=3,Lenovo ThinkPad X380 Yoga Review,4.0,"With standout features like an integrated, powered stylus and a keyboard that retracts in tablet mode, Lenovo's ThinkPad X380 Yoga is an excellent 2-in-1 convertible laptop for corporate road warriors. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo Legion Y530 Review,4.0,"Lenovo's Legion Y530 tops today's class of budget gaming laptops with a sleek, distinctive build, alongside solid performance and a full feature set."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad T480 Review,4.0,"Lenovo's ThinkPad T480 is the very definition of a workhorse business laptop, with a killer keyboard and a nifty hot-swappable battery. (Just spend the extra bucks for the bigger power pack.)"
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo 500e Chromebook Review,4.0,"If you can live with its low-res screen, Lenovo's semi-rugged, fully flexible 500e Chromebook convertible is a winning choice for classrooms and consumers alike."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo Flex 6 11 Review,3.5,"Forgive the low-resolution display and ho-hum build, and the Lenovo Flex 6 11 makes for an otherwise well-rounded budget 2-in-1 laptop."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad E480 Review,3.0,"Lenovo's 14-inch ThinkPad E480 packs some extra weight and can run noisy, but it delivers a durable metal chassis and competitive performance for a mainstream laptop."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad T480s Review,3.5,"The 14-inch Lenovo ThinkPad T480s is a well-rounded workhorse laptop, but it can't escape the shadow of its superslim X1 Carbon sibling."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad X280 Review,4.0,"In the X280, Lenovo gives the ThinkPad X200 series its biggest redesign in ages, serving up a winning take on the 12.5-inch ultraportable."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo Yoga 730 (13-Inch) Review,4.0,"The Lenovo Yoga 730 convertible laptop is a small but worthy iteration on its already-excellent predecessor, with better computing performance and a subtle redesign."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo IdeaPad 720s (13-Inch) Review,4.0,"The 13-inch Lenovo IdeaPad 720s is a light, powerful, and customizable ultraportable that won't break the bank. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad X1 Yoga (2018) Review,4.0,"With its combination of a staid black appearance and a 4K HDR screen, the Lenovo ThinkPad X1 Yoga convertible laptop straddles the line between sublime business machine and movie lover's dream."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo IdeaPad Miix 720 Review,3.0,"The Lenovo Miix 720 detachable Windows tablet offers a very good display and other useful features, but it's not as good a value as its little sibling, the Miix 520, nor as capable as the Microsoft Surface Pro."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad X1 Carbon (2018) Review,4.0,The Lenovo ThinkPad X1 Carbon offers premium features in a slim and attractive package that business users will love—just be prepared to open your wallet wide for this top-notch ultraportable laptop.
